"username","workspace_title","api_token_name","usage_duration_in_ms","usage_started_at","service_name","service_cost_per_ms"
"demo1","My App","production","38","2023-07-01 12:31:48","Service #1","0.001500"
"demo1","My App","production","36","2023-07-02 01:43:17","Service #1","0.001500"
"demo1","My App","production","38","2023-07-02 12:36:12","Service #1","0.001500"
"demo1","My App","production","36","2023-07-03 01:54:02","Service #1","0.001500"
"demo1","My App","production","38","2023-07-03 08:34:24","Service #1","0.001500"
"demo1","My App","production","39","2023-07-03 19:21:00","Service #1","0.001500"
"demo1","My App","production","39","2023-07-04 00:52:59","Service #1","0.001500"
"demo1","My App","production","36","2023-07-04 14:54:21","Service #1","0.001500"
"demo1","My App","production","39","2023-07-04 18:25:28","Service #1","0.001500"
"demo1","My App","production","38","2023-07-05 09:47:05","Service #1","0.001500"
"demo1","My App","production","37","2023-07-05 10:45:33","Service #1","0.001500"
"demo1","My App","production","37","2023-07-05 23:18:46","Service #1","0.001500"
"demo1","My App","production","36","2023-07-06 01:07:11","Service #1","0.001500"
"demo1","My App","production","37","2023-07-06 10:03:32","Service #1","0.001500"
"demo1","My App","production","38","2023-07-06 21:00:55","Service #1","0.001500"
"demo1","My App","production","38","2023-07-07 00:46:37","Service #1","0.001500"
"demo1","My App","production","38","2023-07-07 14:13:47","Service #1","0.001500"
"demo1","My App","production","39","2023-07-08 03:31:04","Service #1","0.001500"
"demo1","My App","production","38","2023-07-08 10:53:46","Service #1","0.001500"
"demo1","My App","production","36","2023-07-08 19:25:26","Service #1","0.001500"
"demo1","My App","production","38","2023-07-08 20:12:54","Service #1","0.001500"
"demo1","My App","production","36","2023-07-09 02:40:36","Service #1","0.001500"
"demo1","My App","production","36","2023-07-09 03:33:45","Service #1","0.001500"
"demo1","My App","production","35","2023-07-09 04:15:18","Service #1","0.001500"
"demo1","My App","production","38","2023-07-09 12:57:03","Service #1","0.001500"
"demo1","My App","production","37","2023-07-09 22:32:25","Service #1","0.001500"
"demo1","My App","production","39","2023-07-10 13:25:13","Service #1","0.001500"
"demo1","My App","production","37","2023-07-10 21:01:00","Service #1","0.001500"
"demo1","My App","production","35","2023-07-11 08:41:27","Service #1","0.001500"
"demo1","My App","production","37","2023-07-11 18:09:11","Service #1","0.001500"
"demo1","My App","production","38","2023-07-12 02:00:39","Service #1","0.001500"
"demo1","My App","production","38","2023-07-12 06:40:13","Service #1","0.001500"
"demo1","My App","production","39","2023-07-12 16:27:25","Service #1","0.001500"
"demo1","My App","production","39","2023-07-13 05:38:15","Service #1","0.001500"
"demo1","My App","production","39","2023-07-13 06:45:52","Service #1","0.001500"
"demo1","My App","production","38","2023-07-13 12:23:03","Service #1","0.001500"
"demo1","My App","production","39","2023-07-14 03:33:35","Service #1","0.001500"
"demo1","My App","production","35","2023-07-14 15:21:23","Service #1","0.001500"
"demo1","My App","production","36","2023-07-15 00:42:34","Service #1","0.001500"
"demo1","My App","production","37","2023-07-15 05:08:06","Service #1","0.001500"
"demo1","My App","production","5","2023-07-15 06:29:00","Service #1","0.001500"
"demo1","My App","production","21","2023-07-01 00:46:04","Service #2","0.005000"
"demo1","My App","production","20","2023-07-01 19:02:15","Service #2","0.005000"
"demo1","My App","production","20","2023-07-02 01:53:57","Service #2","0.005000"
"demo1","My App","production","23","2023-07-02 05:26:37","Service #2","0.005000"
"demo1","My App","production","22","2023-07-02 17:41:25","Service #2","0.005000"
"demo1","My App","production","22","2023-07-03 03:16:59","Service #2","0.005000"
"demo1","My App","production","22","2023-07-03 20:12:08","Service #2","0.005000"
"demo1","My App","production","21","2023-07-03 21:02:06","Service #2","0.005000"
"demo1","My App","production","22","2023-07-04 02:21:34","Service #2","0.005000"
"demo1","My App","production","24","2023-07-04 09:54:53","Service #2","0.005000"
"demo1","My App","production","20","2023-07-04 16:28:14","Service #2","0.005000"
"demo1","My App","production","24","2023-07-04 16:40:11","Service #2","0.005000"
"demo1","My App","production","21","2023-07-04 22:33:10","Service #2","0.005000"
"demo1","My App","production","23","2023-07-05 08:47:03","Service #2","0.005000"
"demo1","My App","production","22","2023-07-05 10:25:03","Service #2","0.005000"
"demo1","My App","production","22","2023-07-05 22:35:58","Service #2","0.005000"
"demo1","My App","production","20","2023-07-06 07:22:29","Service #2","0.005000"
"demo1","My App","production","22","2023-07-06 17:23:32","Service #2","0.005000"
"demo1","My App","production","23","2023-07-07 04:41:43","Service #2","0.005000"
"demo1","My App","production","21","2023-07-07 23:28:06","Service #2","0.005000"
"demo1","My App","production","22","2023-07-08 09:57:25","Service #2","0.005000"
"demo1","My App","production","24","2023-07-08 13:39:33","Service #2","0.005000"
"demo1","My App","production","21","2023-07-08 17:15:40","Service #2","0.005000"
"demo1","My App","production","21","2023-07-09 13:56:12","Service #2","0.005000"
"demo1","My App","production","22","2023-07-10 04:57:01","Service #2","0.005000"
"demo1","My App","production","24","2023-07-10 05:07:02","Service #2","0.005000"
"demo1","My App","production","24","2023-07-10 21:50:49","Service #2","0.005000"
"demo1","My App","production","23","2023-07-11 16:35:38","Service #2","0.005000"
"demo1","My App","production","20","2023-07-11 18:16:30","Service #2","0.005000"
"demo1","My App","production","22","2023-07-11 21:37:35","Service #2","0.005000"
"demo1","My App","production","22","2023-07-12 06:47:41","Service #2","0.005000"
"demo1","My App","production","24","2023-07-12 21:10:36","Service #2","0.005000"
"demo1","My App","production","1","2023-07-13 04:07:44","Service #2","0.005000"
"demo1","My App","development","10","2023-07-01 14:49:36","Service #1","0.001500"
"demo1","My App","development","12","2023-07-02 06:20:00","Service #1","0.001500"
"demo1","My App","development","12","2023-07-02 21:20:36","Service #1","0.001500"
"demo1","My App","development","10","2023-07-02 22:34:48","Service #1","0.001500"
"demo1","My App","development","11","2023-07-03 00:42:10","Service #1","0.001500"
"demo1","My App","development","10","2023-07-03 06:08:20","Service #1","0.001500"
"demo1","My App","development","11","2023-07-03 14:12:21","Service #1","0.001500"
"demo1","My App","development","10","2023-07-03 20:07:24","Service #1","0.001500"
"demo1","My App","development","9","2023-07-03 20:31:09","Service #1","0.001500"
"demo1","My App","development","10","2023-07-04 12:06:29","Service #1","0.001500"
"demo1","My App","development","9","2023-07-04 22:17:28","Service #1","0.001500"
"demo1","My App","development","10","2023-07-04 23:46:47","Service #1","0.001500"
"demo1","My App","development","12","2023-07-05 01:11:00","Service #1","0.001500"
"demo1","My App","development","12","2023-07-05 13:41:06","Service #1","0.001500"
"demo1","My App","development","12","2023-07-06 05:20:54","Service #1","0.001500"
"demo1","My App","development","11","2023-07-06 08:08:26","Service #1","0.001500"
"demo1","My App","development","12","2023-07-07 01:28:25","Service #1","0.001500"
"demo1","My App","development","10","2023-07-07 10:58:39","Service #1","0.001500"
"demo1","My App","development","8","2023-07-07 13:05:19","Service #1","0.001500"
"demo1","My App","development","8","2023-07-08 03:32:52","Service #1","0.001500"
"demo1","My App","development","12","2023-07-08 12:58:52","Service #1","0.001500"
"demo1","My App","development","8","2023-07-08 14:10:00","Service #1","0.001500"
"demo1","My App","development","10","2023-07-09 04:24:20","Service #1","0.001500"
"demo1","My App","development","11","2023-07-09 14:00:18","Service #1","0.001500"
"demo1","My App","development","10","2023-07-10 07:03:09","Service #1","0.001500"
"demo1","My App","development","12","2023-07-10 20:02:58","Service #1","0.001500"
"demo1","My App","development","9","2023-07-11 07:40:12","Service #1","0.001500"
"demo1","My App","development","11","2023-07-11 08:54:20","Service #1","0.001500"
"demo1","My App","development","9","2023-07-11 11:04:47","Service #1","0.001500"
"demo1","My App","development","10","2023-07-11 14:31:53","Service #1","0.001500"
"demo1","My App","development","10","2023-07-11 22:49:51","Service #1","0.001500"
"demo1","My App","development","11","2023-07-12 08:08:02","Service #1","0.001500"
"demo1","My App","development","9","2023-07-12 20:50:56","Service #1","0.001500"
"demo1","My App","development","8","2023-07-13 12:58:42","Service #1","0.001500"
"demo1","My App","development","9","2023-07-13 18:23:09","Service #1","0.001500"
"demo1","My App","development","11","2023-07-14 05:58:02","Service #1","0.001500"
"demo1","My App","development","10","2023-07-14 22:50:28","Service #1","0.001500"
"demo1","My App","development","11","2023-07-15 14:07:17","Service #1","0.001500"
"demo1","My App","development","11","2023-07-16 05:22:49","Service #1","0.001500"
"demo1","My App","development","5","2023-07-16 20:01:16","Service #1","0.001500"
"demo1","My App","production","59","2023-08-02 06:37:43","Service #1","0.001500"
"demo1","My App","production","58","2023-08-03 09:38:46","Service #1","0.001500"
"demo1","My App","production","58","2023-08-04 06:01:52","Service #1","0.001500"
"demo1","My App","production","58","2023-08-04 21:47:44","Service #1","0.001500"
"demo1","My App","production","61","2023-08-05 17:31:08","Service #1","0.001500"
"demo1","My App","production","61","2023-08-05 20:41:15","Service #1","0.001500"
"demo1","My App","production","61","2023-08-07 08:05:30","Service #1","0.001500"
"demo1","My App","production","62","2023-08-07 16:41:37","Service #1","0.001500"
"demo1","My App","production","62","2023-08-09 02:19:23","Service #1","0.001500"
"demo1","My App","production","58","2023-08-10 13:48:53","Service #1","0.001500"
"demo1","My App","production","62","2023-08-11 04:45:15","Service #1","0.001500"
"demo1","My App","production","58","2023-08-11 08:33:24","Service #1","0.001500"
"demo1","My App","production","62","2023-08-11 23:26:58","Service #1","0.001500"
"demo1","My App","production","60","2023-08-12 16:47:42","Service #1","0.001500"
"demo1","My App","production","60","2023-08-13 06:53:03","Service #1","0.001500"
"demo1","My App","production","62","2023-08-14 17:45:21","Service #1","0.001500"
"demo1","My App","production","62","2023-08-15 00:40:03","Service #1","0.001500"
"demo1","My App","production","15","2023-08-16 11:42:20","Service #1","0.001500"
"demo1","My App","production","35","2023-08-01 17:25:25","Service #2","0.005000"
"demo1","My App","production","35","2023-08-02 10:19:34","Service #2","0.005000"
"demo1","My App","production","35","2023-08-03 05:06:20","Service #2","0.005000"
"demo1","My App","production","35","2023-08-04 00:38:11","Service #2","0.005000"
"demo1","My App","production","32","2023-08-05 09:11:48","Service #2","0.005000"
"demo1","My App","production","35","2023-08-06 10:54:57","Service #2","0.005000"
"demo1","My App","production","33","2023-08-06 11:51:05","Service #2","0.005000"
"demo1","My App","production","34","2023-08-08 07:52:41","Service #2","0.005000"
"demo1","My App","production","32","2023-08-09 05:57:04","Service #2","0.005000"
"demo1","My App","production","33","2023-08-10 12:56:36","Service #2","0.005000"
"demo1","My App","production","36","2023-08-11 17:54:06","Service #2","0.005000"
"demo1","My App","production","36","2023-08-12 21:51:08","Service #2","0.005000"
"demo1","My App","production","33","2023-08-14 02:19:40","Service #2","0.005000"
"demo1","My App","production","33","2023-08-15 14:45:57","Service #2","0.005000"
"demo1","My App","production","24","2023-08-16 10:56:30","Service #2","0.005000"
"demo1","My App","development","6","2023-08-02 01:14:43","Service #1","0.001500"
"demo1","My App","development","5","2023-08-03 02:53:32","Service #1","0.001500"
"demo1","My App","development","7","2023-08-03 18:21:29","Service #1","0.001500"
"demo1","My App","development","8","2023-08-04 19:53:18","Service #1","0.001500"
"demo1","My App","development","8","2023-08-05 11:25:30","Service #1","0.001500"
"demo1","My App","development","8","2023-08-06 07:10:20","Service #1","0.001500"
"demo1","My App","development","6","2023-08-06 16:26:15","Service #1","0.001500"
"demo1","My App","development","7","2023-08-06 17:58:22","Service #1","0.001500"
"demo1","My App","development","7","2023-08-07 09:44:31","Service #1","0.001500"
"demo1","My App","development","6","2023-08-08 08:25:03","Service #1","0.001500"
"demo1","My App","development","7","2023-08-09 01:55:19","Service #1","0.001500"
"demo1","My App","development","8","2023-08-09 19:26:31","Service #1","0.001500"
"demo1","My App","development","5","2023-08-09 21:04:41","Service #1","0.001500"
"demo1","My App","development","8","2023-08-10 03:42:46","Service #1","0.001500"
"demo1","My App","development","8","2023-08-10 10:57:31","Service #1","0.001500"
"demo1","My App","development","5","2023-08-11 05:10:14","Service #1","0.001500"
"demo1","My App","development","4","2023-08-11 14:32:56","Service #1","0.001500"
"demo1","My App","development","6","2023-08-11 18:47:10","Service #1","0.001500"
"demo1","My App","development","6","2023-08-12 09:32:43","Service #1","0.001500"
"demo1","My App","development","6","2023-08-12 20:52:12","Service #1","0.001500"
"demo1","My App","development","8","2023-08-13 08:31:00","Service #1","0.001500"
"demo1","My App","development","6","2023-08-14 01:27:34","Service #1","0.001500"
"demo1","My App","development","5","2023-08-15 04:44:24","Service #1","0.001500"
"demo1","My App","development","6","2023-08-15 07:29:27","Service #1","0.001500"
"demo1","My App","development","6","2023-08-15 18:28:44","Service #1","0.001500"
